timestamp	datetime	country	TotalCases	TotalDeaths	TotalRecovered	TotalActive	TotalSerious
20200302224751	2020-03-02 22:47:51	Andorra	1	0	0	1	0
20200303231332	2020-03-03 23:13:32	Andorra	1	0	0	1	0
20200304230748	2020-03-04 23:07:48	Andorra	1	0	0	1	0
20200305224916	2020-03-05 22:49:16	Andorra	1	0	0	1	0
20200306224331	2020-03-06 22:43:31	Andorra	1	0	0	1	0
20200307225610	2020-03-07 22:56:10	Andorra	1	0	0	1	0
20200308232251	2020-03-08 23:22:51	Andorra	1	0	0	1	0
20200309234747	2020-03-09 23:47:47	Andorra	1	0	0	1	0
20200310233243	2020-03-10 23:32:43	Andorra	1	0	0	1	0
20200311234701	2020-03-11 23:47:01	Andorra	1	0	0	1	0
20200312233926	2020-03-12 23:39:26	Andorra	1	0	0	1	0
20200313235940	2020-03-13 23:59:40	Andorra	1	0	0	1	0
20200314235906	2020-03-14 23:59:06	Andorra	1	0	0	1	0
20200315231920	2020-03-15 23:19:20	Andorra	5	0	0	5	0
20200316232604	2020-03-16 23:26:04	Andorra	14	0	0	14	0
20200317234753	2020-03-17 23:47:53	Andorra	39	0	1	38	0
20200318234401	2020-03-18 23:44:01	Andorra	39	0	1	38	0
20200319131523	2020-03-19 13:15:23	Andorra	53	0	1	52	0
20200320120009	2020-03-20 12:00:09	Andorra	74	0	1	73	0
20200321120003	2020-03-21 12:00:03	Andorra	75	0	1	74	2
20200322120004	2020-03-22 12:00:04	Andorra	88	0	1	87	2
